prNumber,Author,measure,relation,Network_x,DB_x,Interpreter_x,Logging_x,Data Structure_x,i18n_x,Setup_x,Microservices_x,Test_x,IO_x,UI_x,App_x,issueTitle,issueBody,issue_Comments,NLP_y,APM_y,Network_y,DB_y,Interpreter_y,Logging_y,Lang_y,Data Structure_y,DevOps_y,i18n_y,Setup_y,Microservices_y,Test_y,Search_y,IO_y,UI_y,Parser_y,Security_y,Cloud_y,App_y,Title,Body,Comments
1041,Rob Platt,0.75,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,write database type in lower case into the bib file,this finally 963 a quick fix has been introduced in 661eea007e555 but that does not cover the lower case writing of the type```@comment{jabref-meta: database_type:bibtex}```finally gets```@comment{jabref-meta: databasetype:bibtex}```-  change in changelogmd described -> this has been introduced in the development versions after the last release thus no entry required-   -> tests have been adapted to match this new implementation,|| you keep `bibtex` and `biblatex` (instead of `bibtex` and `biblatex`) because of  :innocent:,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
5048,Rob Platt,0.75,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,preserve encoding while copy and pasting in maintable,5043encodes and decodes data with utf-8,|| first tests show that copying is fine but pasting alters the encoding via a bibtex parser || i can still reproduce the problem with today `jabref_windows-x64_5_0-dev--snapshot--2019-06-16--master--8d99db113` || the pr is not merged yet you can try the branch version if you like  || it is fixed thanks a lot!**edit**: but wait there is another bug maybe related to this issue here i will test and report**edit2**: the bug #5069 is not related to this issue can be closed if merged || merged this now into master so will be avaiable in a couple of minutes in the master version,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
2226,Rob Platt,0.75,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix for #2218: reenable ads fetcher,(see #2218)fetcher is now working again- ~~ change in changelogmd described~~ affected search based fetcher still unreleased-  tests ~~created for changes~~ pass again- ~~  ()~~-  manually tested changed features in running jabref- ~~  ( [helpjabreforg]( ~~ if you changed the localization: did you run `gradle ate`?~~,|| potential quickfix: user agent? || maybe you can go ahead and try! || not from my smartphone :wink:,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
5472,Rob Platt,0.75,=,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix highlight problem in entry preview,5069 by using markjs        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| issues is from the search highlighting of the search term when you stop searching its back to normal  || the highlighting is handled by this simple javascript code: || i know nothing about jswhat does your last post mean? it is easy to fix or the opposite? || i have tried if this issue still remains in the master branch and not only does it lose formatting it also jumps to the author field automatically so i am rewriting my author after search finds a resultthe formatting goes back to normal when i click to other article not after finishing search as @siedlerchr saidi would like to look at this issue and fix it || the problem is probably that we read the inner text (ie everything without formatting) and then set it as the inner html should work if `documentbodyinnertext` is replaced by `documentbodyinnerhtml` || @tobiasdiez  it is not that easy thats what i did before the problem is then that it displays and searches matches in html tags  || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || confirmed it is fixed and working for methanks a lot,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
937,Rob Platt,0.75,=,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,preview panel is now updated when an entry is cut/deleted,936when an entry is cut/deleted the preview panel will be hidden due to the fact that no entry is selected anymore-  change in changelogmd described?-  ? ( )-  ?-  ?,|| nice video :smile: for reproducing the issue!,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
1318,Rob Platt,0.75,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update localization instructions,corrected gradlew task name#1312@koppor  @stefan-kolb,|| in my other pr  #1265   already changed the error/info text output of the consistencytest  output to the new gradle task name edit// linked wrong pr || @siedlerchr wrong pr referenced?,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
1168,Ali,0.7,=,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1163 by removing the strange functionality which enabled sorting…,we have some very strange logic in jabref which allows to handle years using only the two last numbers so we can detect that 68 means 1968 this causes a lot of issues i do not think that jabref should still support such strange logic and just use the value which is in the year field hence i removed it this also solves the issue of having that yearutil in the model package which duplicated a method in the stringutil class refs #1163,,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1, Fixed validation before typing in new entry dialog #7020 add ability to insert arxivId Optimize saving, Do not show an error message if there is no error Fixes #7020 #2292  Pasted  arxivId  creates new BibEntry    <!--  - Go through the list below. If a task has been completed  mark it done by using  [x] . - Please don t remove any items  just leave them unchecked if they are not applicable. -->  - [x] Change in  CHANGELOG.md  described in a way that is understandable for the average user (if applicable) - [x] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [x] Screenshots added in PR description (for UI changes) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository. #7265 Changed to simpleDateFormatter it doesn t throw a lot of exception  <!--  - Go through the list below. If a task has been completed  mark it done by using  [x] . - Please don t remove any items  just leave them unchecked if they are not applicable. -->  - [x] Change in  CHANGELOG.md  described in a way that is understandable for the average user (if applicable) - [x] Tests created for changes (if applicable) - [x] Manually tested changed features in running JabRef (always required) - [x] Screenshots added in PR description (for UI changes) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
3904,Vincent Gagnon,0.6667,=,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
4822,Rob Platt,0.6667,=,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,convert autolinkfilesaction to javafx,4819also convert a few other message boxes to javafx        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
1192,Vincent Gagnon,0.6667,=,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,preview panel is now updated when an entry is cut/deleted (again),when i fixed #936 some time ago (pr: #937) i made a tiny errorthe issue was to hide the preview panel when deleting/cutting an entry but it also hid it when aborting the delete-confirmation-dialogi too refactored both actions a little to make it easier for future changesi also removed in `undoableremoveentry` and `undoableinsertentry` the id generation,|| nice video :smile: for reproducing the issue!,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
3551,Vincent Gagnon,0.6667,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,make path relative when adding automatically found file,3476   -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| hirelative links are created automatically and this depends on your settings there are 4 settings for files:1 checkbox: use bibfile as main file location -> overwrites all other settings2 main file directory globally in jabref valid for all files3 use and library setting in the properties of the bib file: here you can also enter relative pathso depending on your settings jabref will relatvize all paths against the first found file directory || hiall of these 3 were set in jabref 40 and are still set in the development version im using now (1 checked 2 set to `/home/bitzer/papers` and 3 set to `/home/bitzer/papers` too) still version 40 added relative paths while the development version adds absolute paths || is the location of the bibfile the same as /home/bitzer/papers? if not then uncheck the combobox || yes the bibfile is in /home/bitzer/papers itself also the issue persists in the newest version jabref-41-dev--snapshot--2017-12-08--master--6f39151a7jar || ah i now can reproduce your  behavior it is the auto link which adds it as absolute path if you manually select the file it is correct i will be working on a fix for this || cool thank you!,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
4245,Vincent Gagnon,0.6667,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix style issues in about dialog,        ( (      because github does not support autolinking there -->4202 and a few other small style related issues i also created a little new app that make it simple to test the display of javafx controls as of now i only added a lot of buttons in different styles and states:( merge instead of squashing the commits-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| confirmed under windows 10 latest master the window is too small to show the buttons at bottom and you cant resize them( || i digged a bit into this must be related to some binding the change of our dialog layout stuff under the hood the information for authors etc is correctly filled in the variables - so its not the problemin contrast to other dialogs the binding are directly defined in the fxml,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
1487,Vincent Gagnon,0.6667,=,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,implement getextension and getdescription for importers,implement getextension and getdescription for importers #1444 -  change in changelogmd described-  ,|| should be fixed by #1487 isnt it?,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
4999,Rob Platt,0.6667,=,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,fix iee fetcher,4997 add exception dialog on import failcheck if we have keywords field present in json        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| thanks for your report! this was indeed a bug in the ieee fetcher in addtion if any fetcher throws an error it will be displayed in a dialog nowwe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, Fixed exception about missing custom css file, Fixes #7177  Java Exception when trying to open the preferences with missing custom theme   After some testing I found that there two main paths that could result in the same failure: the CSS file being missing before application start  and changing the name of the CSS file while the application is running. To resolve the latter  I think the best approach is to check the custom CSS file exists.  This is already done for the Theme as used for most of the application  however the Preview Viewer has it s own CSS URL logic.  Rather than add file checking logic to the Preview Viewer  I have refactored and moved the theme logic of Preview Viewer into Theme  so that all CSS URL logic is encapsulated in that class. I have also put the logic that checks that the URL is valid and filters it to an Optional.empty() into one new method  additionalCssToLoad()  in place of the field of the same name. This ensure that the file existence check is performed in all cases  rather than just at construction of the Theme object.  I have kept the Optional<URL> field so there should be no overhead to this approach for the built in themes  and only the minor and necessary overhead of file existence checking for the custom theme.  For manual testing I checked:  - previews and overall appearance for default theme are correct  after restart - previews and overall appearance for dark theme are correct  after restart - previews and overall appearance with a custom theme with a valid name are correct  after restart - live changes to the custom theme still work  in general and for preview - rename custom theme so that the configured theme is no longer correct  **before application start**. The preview is no longer themed but there is no error. - the preview theme is restored when the filename is restored to the configured value  without restarting the application - Restart. Rename custom theme so that the configured theme is no longer correct  **while application is running**. The preview remains themed (typically sized CSS themes are data URL embedded and so survive file removal).  These tests were run both with the Gradle run task  and on the built binary (rationale: gradle presents the dark theme as a file  while the binary has it built in on a jrt: URL  so the results could be different).  PR tasks:  - [X] Change in CHANGELOG.md described (if applicable) - [X] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [X] ~~Screenshots added in PR description (for UI changes)~~ (N/A) - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
2211,Vincent Gagnon,0.6667,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,prevent the search to get focus when deleting/pasting an entry,fixes: #2208when you delete an entry the focus will no longer jump to the searchbar instead it will select the next entry (also counts for pasting),|| @bartsch-dev could you have a look? 😇,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0, fixed issue 6692 Fix HTML chars formatter for percent sign, Fixes #6692  renamed listBind to bindContent where it was used Fixes #6753   - [x] Change in CHANGELOG.md described (if applicable) - [x] Tests created for changes (if applicable) - [X] Manually tested changed features in running JabRef (always required) - [ ] Screenshots added in PR description (for UI changes) - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.,
