Network_x,DB_x,Interpreter_x,Logging_x,Data Structure_x,i18n_x,Setup_x,Microservices_x,Test_x,IO_x,UI_x,App_x,prNumber,Network_y,DB_y,Interpreter_y,Logging_y,Data Structure_y,i18n_y,Setup_y,Microservices_y,Test_y,IO_y,UI_y,App_y,issueTitle,issueBody,issue_Comments
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2179,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,clear bibtexkey exception,2177 nullpointerexception caused by clearing bibtexkey field in entry editor-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| another related bug which is more visible to the end usersteps to reproduce:1 open database2 edit some field for an entry3 open another entry and clear its bibtexkey4 save database5 quit jabref (by pressing ctrl-q or from the menu) and select discard changes when prompted![jabref waiting for save operation to finish](https://cloudentcom/assets/544054/19501176/61b5de02-9571-11e6-8adf-14efd6a59ae3png)
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2400,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2394 groups matching with brackets in name,2394-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| thanks for reporting this issue it should be fixed in the latest development version could you please check the build from  thanks! || thanks works perfectly
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,cleanup window has a scrollbar now,fix for issue #2501-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| i tried to fix the layout stuff in #2415 i could not really test it so i would ask you to test that version  as soon as the tests run through  || no resize for cleanup window using ````jabref-400-dev--snapshot--2017-02-03--movefiledir--07a1c4477jar```` || this has been fixed with #2614 - and is now included in the dev builds
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,avoid conversion of single underscores,2664single underscores that are not followed by `{` are not converted to unicode during the latex to unicode conversion this is not actually correct according to the rules of latex but seems to be an important exception required by our usersthis is achieved by the following: 1 replace all single underscores with `jabrefunderscore` 2 do the unicode conversion 3 replace `jabrefunderscore` with an underscoretodo: we should find a better magic word instead of `jabrefunderscore` because every character will be processed by latex2unicode and that costs performance however it should still be long and unique enough so that we avoid accidental conversions suggestions anyone?-  change in changelogmd described-  -  manually tested changed features in running jabref,|| is it possible to file an issue at  || hmm i think the behavior of determining subscript is consistent with latex (although if not in the math environment a compile error would be thrown) in other words i guess latex2unicode is doing its job as intended?maybe jabref can add some extra logic to determine when latex2unicode should kick in? || when interpreting `_` with latex the `_` command is a command stating that the following character should be go to subscript if one does not want that one has to load the [underscore]( package see  jabref should escape the underscore when doing the conversion (this assumes that the user loads the underscore package)? or warn the user?  || solution idea: `_` is only converted if followed by `_{} ` - idea: replace _ by arbitrarystring then convert to unicode and then convert back || @tomtung probably in `text_u` the `u` should be converted to subscript letter in unicode and show it as textᵤ || @tobiasdiez yeah thats the current behavior also i use `_(whatever)` to represent subscript when there are no corresponding unicode subscript characters available
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2972,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,add remove link context menu entry in file editor,   -->fix for #2968 (  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| thank you for reporting this issue we think that is already fixed in our development version and consequently the change will be included in the next releasewe would like to ask you to use a development build from  and report back if it works for you
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,less backups,addresses #2993the frequent events are due to the bidirectional binding which transfers every change directly into the bibentry if we want fewer events the only solution will probably be to break the binding which would be very disappointing for the javafx implementation in my point of view the problem is not on the side of event creation after all every change should trigger an event and javafx triggers many changes imho this should be fixed in how we react to eventsi also noticed the exception but do not get a dialog this seems to happen because of the save operation invoked by the backupa solution might be to do less backups by: 1 doing backups only every x events and not for every event 2 ignoring fieldchangeevents in the backup 3 adding the size of the field change in the fieldchangeevent class so that you can ignore it if only 1 character changedthis pr combines options 1 and 3 ie: the backup manager ignores events that are very minor and only does a backup if enough of them have happened (currently set to five)what do you think?-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| fixed by #2995
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,add preference migration for keybdingings,fix for #2980    -->-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| preferencesmigrationsjava
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3551,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,make path relative when adding automatically found file,3476   -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| hirelative links are created automatically and this depends on your settings there are 4 settings for files:1 checkbox: use bibfile as main file location -> overwrites all other settings2 main file directory globally in jabref valid for all files3 use and library setting in the properties of the bib file: here you can also enter relative pathso depending on your settings jabref will relatvize all paths against the first found file directory || hiall of these 3 were set in jabref 40 and are still set in the development version im using now (1 checked 2 set to `/home/bitzer/papers` and 3 set to `/home/bitzer/papers` too) still version 40 added relative paths while the development version adds absolute paths || is the location of the bibfile the same as /home/bitzer/papers? if not then uncheck the combobox || yes the bibfile is in /home/bitzer/papers itself also the issue persists in the newest version jabref-41-dev--snapshot--2017-12-08--master--6f39151a7jar || ah i now can reproduce your  behavior it is the auto link which adds it as absolute path if you manually select the file it is correct i will be working on a fix for this || cool thank you!
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3600,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,make it possible to disable autocompletion in the search bar,3598 by covering the autocompletion in the search bar with the same preference option as in the entry editor -----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| there is a preference option that you can set as part of the entry editor preferences which turns off the autocompletion there i think we should just extend the preference to capture the search box as well
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3709,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,group separator escaping,3646,|| duplicate of #365
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3968,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix ieee fetcher by enabling cookie support,3966 apparently when in vpn network of university ieee fulltext fetcher needs cookie support enabled        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| the test for open access articles such as  workthere should be no difference for the other articles as long as you really have accessit is hard to debug for me as i dont have ieee access at university @jabref/developers anyone of you has access? || i can reproduce this error for me the ieee fetcher tests fail when i am connected using university vpnthe html page  i get from the url downloader talks about missing cookie support i will see if i can fix that  || thank you for reporting this issue we think that is already fixed in our development version and consequently the change will be included in the next releasewe would like to ask you to use a development build from  and report back if it works for you || no please read the text very carefullyi have explicitly mentioned that i am using the latest developmental version the problem still persists please reopen this issue || we just merged a pull request fixing it || @krishnakumarg1984  yes i know but i just merged the code into the master branch the development build gets automatically updated and built by our ci servers whenever someone commits to the master branch this usually takes a couple of minutes the version string contains the first part of the commit id  (help-> about)  || ah i am so sorry for not correctly interpreting what you said i shall try the latest development build and report back sorry for the mild confusion in my last post || @siedlerchr  @stefan-kolb we may have to reopen this issuei just tried with the latest build>>jabref 42-dev--snapshot--2018-04-20--master--8bbc40e13>windows 7 61 x86 >java 180_161from my universitys network and same error pop-up message persists   curiously the event log in jabref is empty i wonder why #3968 says the problem is only with vpn access? i am currently physically on the campus library on a windows 7 machine hard-wired to the network with a lan cable  just to confirm that this is indeed a persisting bug there is no issue with full-text access to this article from a standard browser pointed to the url   || i think @krishnakumarg1984 is right and the issue still persist just looking at the code never going to match ` || hmm thats odd i will look into that again tomorrow  || @krishnakumarg1984  i just merged the fix which supports those the ieee document urls you have like in your entry  and i also tested your entry with university access and worked for me so i would like you to test this again || @siedlerchr  thank you i shall go to university to check this out will report back soon || woohoo you guys are amazing i just tried the latest master-build from my universitys network and can confirm that this is now fixed  was able to download the full-text of the bibtex entry for which the issue was opened thank you for accepting and pro-actively working to fix this issue#### version info of jabref build used:>jabref 42-dev--snapshot--2018-04-21--master--5c664e1d2>windows 7 61 x86 >java 180_161
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4184,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3062: ctrl + f selects search field again,        ( (      because github does not support autolinking there -->shortcut was simply not registered also remove a bit of legacy code which is no longer needed-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| i debugged a bit and the action is correclty recognized and the method to requestfocus is called but somehow the textfield is not focused maybe @tobiasdiez  has an idea because he changed that together with the autocompletioni even tried to wrap it in a platformrunlater call but that did not work || happens again in the `maintable-beta` branch as discussed in the devcall i should open issues for issues with that branch (which will become the master branch)
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,make attached files relative to the file directory,4201        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| did you add the pdf manually or did you use a fetcher?as far as i remember there was nothing changed in the behavior maybe a cleanup call is needed i currently have the code not at hand  || sorry for the delay:i used the rightclick add file for adding the pdf || it only happens if you use rightclick on entry -> attach fileinside the general tab it works fine  || thank you for reporting this issue we think that is already fixed in our development version and consequently the change will be included in the next releasewe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4245,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,fix style issues in about dialog,        ( (      because github does not support autolinking there -->4202 and a few other small style related issues i also created a little new app that make it simple to test the display of javafx controls as of now i only added a lot of buttons in different styles and states:( merge instead of squashing the commits-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| confirmed under windows 10 latest master the window is too small to show the buttons at bottom and you cant resize them( || i digged a bit into this must be related to some binding the change of our dialog layout stuff under the hood the information for authors etc is correctly filled in the variables - so its not the problemin contrast to other dialogs the binding are directly defined in the fxml
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4470,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3189 fix group renaming,fix group renaming #3189,|| when you close and expand the group the change should also be visible no idea though why it is not visible immediately the same issue occurs if you assign an icon or color to the group || might be related to this: || these bug still exists i will work on it || when i press edit group that show `orgjabrefmodelgroupsabstractgroup#name` instead of `orgjabrefguigroupsgroupnodeviewmodel#displayname` why? whats the difference between them? || the `displayname` is a formatted version of `name` for example if `name` contains latex commands like `hell\{o}` then `displayname` is the unicode version `helló` || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || can confirm this has been fixed in:jabref 50-dev--snapshot--2019-01-05--master--d281ece4bwindows 10 100 amd64 java 180_191
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4738,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,adding support for input methods,4474        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| the workaround posted in  should work || i would like to work on this issue || thanks to @captaindavinci  this should now be fixed in the latest development versionwe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version || yes it is fixed thank you!
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,modifications to improve contrast of ui elements,        ( (      because github does not support autolinking there -->fixes 4583](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| hi im interested in working on this issue || thanks to @samiyac this is now implemented in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4822,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,convert autolinkfilesaction to javafx,4819also convert a few other message boxes to javafx        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4839,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix parser exception when loading tex-groups with non-existing file,4735 catch file not found exception and handle non existing aux files gracefully        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| hi @tobiasdiez i would like to work on this issue || @arturolc ive now fixed this myself as i again run into this problem hope you didnt already started working on this
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5123,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,add search for citations in latex files (back-end and gui),here is a **latex parser tool** that reads each file line by line parses and analyzes them for detecting different citation formatsits user interface consists of a first dialog box that will **ask the user for a directory** to search tex files then the user could **select specific files** after that the tool parses these files and **shows all the bibliographic entries found** in a new dialog box![latex_parser]( issue: 5002](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| first of all congratz @davidemdot  if the tex file is related with bib file the solution would become rather complex the workflow would be something like 1 search and find \cite in tex file2 extract the keyword of the related bib entry3 search bibtex file for that keyword and extract the bib entry itself4 list bib entries in jabref main table5 add forward and backward integration for editing bib entriesim nor pro in latex or jabref but always would love to help out in any issues or related workhari || thanks so much @harinda05! i really appreciate your time the workflow that you propose is broadly what it has been planned therefore i am happy to agree with your point of viewwhenever you may have some spare time it would be great if you could have a look at some prototypes please they are shown in this forum thread: particular here is the prototype for finding bibliographic entries:![finding bibliographic entries]( || hi @davidemdot  i tested your additions with my thesis and i found it actually useful 👍 however i found an issue: in the citations search results (and the tab) you show the quoting paragraph in the tooltip as there is no automated linebreak this tooltip becomes very large is there a way to automatically break the paragraph into multiple lines and to shorten long paragraphs into about 5 lines before and after the quotation? long urls probably have to be shortened by force || @calixtushi there!thank you for your quick and positive feedback big point what you commented we will work on it and have a solution as soon as possible![tooltip]( you again! || there is a class called tool tip text util or similar maybe you can add it there || as this is project is now finished and the feature included in the latest development versions ill close this issue feel free to experiment with it and report any problems that you encounter or suggestions for improvement
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix double paste on different os,4845 fixes #4699 fixes #4836 upon pasting macos calls the system paste as well as jabrefframeeditaction#execute() this caused a duplicate call of the paste,|| cannot confirm under windows please try java 8u202 as there have been several bug fixes for mac: || it still persists with latest (18u202) oracle jdk || addon: if an entry is pasted into the maintable it is also pasted twice || reproduced this bug start to work on it  || thanks to @linusdietz  and @stefan-kolb  this issue is now fixed in the latest master!
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,fix double paste on different os,4845 fixes #4699 fixes #4836 upon pasting macos calls the system paste as well as jabrefframeeditaction#execute() this caused a duplicate call of the paste,|| seems to be only a mac issue on windows 10 i cannot confirm this try updating your java to 8u202 there have been several mac specific fixes || > seems to be only a mac issue on windows 10 i cannot confirm this> try updating your java to 8u202 there have been several mac specific fixesi did the update  however the issue is unaffected || i have a mac os i will investigate it  || @bdcaf  @tobiasdiez  cant reproduce it run jabref via `intellij idea` latest master || thanks to @linusdietz  and @stefan-kolb  this issue is now fixed in the latest master!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5328,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,improve group coloring and item count,5327 the problem was that `gettreetablerowgetitem()` in `viewmodeltreetablecellfactory` still returned the old item (and not the new one passed as method argument to `updateitem`) since i was already looking at the code this pr also fixes #3112 that improves the coloring after an entry was added to the group also fixes #2857 (at least i couldnt replicate it anymore)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| jabref 50-dev--snapshot--2019-09-18--master--1601770f4windows 10 100 amd64 java 1104-bellsoftthis appears to be fixed in the latest dev version cheers!
