prNumber,Author,measure,relation,Network_x,DB_x,Interpreter_x,Logging_x,Data Structure_x,i18n_x,Setup_x,Microservices_x,Test_x,IO_x,UI_x,App_x,issueTitle,issueBody,issue_Comments,Network_y,Interpreter_y,i18n_y,Logic_y,Test_y,App_y,Title,Body,Comments
3766,Sergio Garcia,0.5,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit,0,0,0,0,1,0, Io Scheduler  Scheduled worker release. Io Scheduler  Scheduled worker release (v2.x), IoScheduler  releases the workers back to the pool to be reused optimistically to reduce the number of threads being created. This could lead to deadlocks in some situations like this one:      Flowable.just( item )         .observeOn(Schedulers.io())         .firstOrError()         .subscribe(__ -> {             for (int i = 0  i < 200  i++) {                 Completable.complete()                         .observeOn(Schedulers.io())                         .blockingAwait()              }             System.out.println( Will never reach this )          })      As discussed on https://github.com/ReactiveX/RxJava/issues/7153  this PR allow to configure this behaviour. Enabling  rx3.io-scheduled-release  will guarantee that workers are not reused until all the processing has finished.   Once we merge this we  I can create a similar PR for the  2.x  branch This is the same change as https://github.com/ReactiveX/RxJava/pull/7160 but targeting the 2.x branch Related to issue https://github.com/ReactiveX/RxJava/issues/7153,
3766,Eric Denman,0.5,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit,0,0,0,0,1,0, Issue #1642 Fix null-emitting combineLatest Issue #1642 Fix null-emitting combineLatest, @benjchristensen Same as https://github.com/ReactiveX/RxJava/pull/1705 but for the 0.20.\* folks,
3766,Viacheslav Makarov,0.5,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit,0,0,0,0,1,0, AppendOnlyLinkedArrayList#forEachWhile is not breaking iteration properly, AppendOnlyLinkedArrayList#forEachWhile(NonThrowingPredicate)  was  break -ing from inner loop instead of  return -ing when predicate returned  true .  This caused iteration to continue with items from the next array bucket.,
3766,Guillermo Calvo,0.5,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit,0,0,0,0,1,0, Fix bug in CompositeException.getRootCause, I found what I believe is a bug in  CompositeException.getRootCause .  The [original code](https://github.com/ReactiveX/RxJava/commit/487a0ba52137e13d996ad12fc73bfeabb03c4fb7#diff-63dcdf1ecfc9f44d938e86154f465e41R306) use to be  if (root == null || root == e)   but apparently after some refactoring it ended up as  if (root == null || cause == root) .  As a side note  I think this method should be made  static  (that would have prevented the bug).  <!-- Thank you for contributing to RxJava. Before pressing the  Create Pull Request  button  please consider the following points:    - [ ] Please give a description about what and why you are contributing  even if it s trivial.    - [ ] Please include the issue list number(s) or other PR numbers in the description if you are contributing in response to those.    - [ ] Please include a reasonable set of unit tests if you contribute new code or change an existing one. If you contribute an operator  (if applicable) please make sure you have tests for working with an  empty    just    range  of values as well as an  error  source  with and/or without backpressure and see if unsubscription/cancellation propagates correctly. -->,
3766,Koji Lin,0.5,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit,0,0,0,0,1,0, 2.x: make SingleMap not allow map function return null, Found code like below can works     Single.just( 1234 ).map(s -> null)               .subscribe(s -> {                   System.out.println(s)                })      Because Single#just not allow null  so prevent mapper return null.,
3766,Daniel Lew,0.5,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit,0,0,0,0,1,0, throwIfFatal() now throws OnCompletedFailedException, Otherwise  if there s an error in onCompleted  the exception is swallowed and unreported.  Fixes #3885,
3766,Konstantin Mikheev,0.5,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit,0,0,0,0,1,0, OnErrorFailedException fix, https://github.com/ReactiveX/RxJava/issues/2998,
3766,Abhishek,0.5,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit,0,0,0,0,1,0, Updating SuppressUndeliverableRule to have a named inner class instead of an anonymous inner class, Based on the discussion in https://github.com/ReactiveX/RxJava/issues/7005  Resolves #7005,
3766,Mingtao Zhang,0.5,=,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,update architecture tests to catch static imports,fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| idea: there may be checkstyle rules that can be configured to cover our architecture tests || oh that was me fixed this instance in #2618 unfortunately i dont have time to investigate 2however i am happy to have raised attention to this problem by committing this mistake || further architecture related desirable tests are:- logic and viewmodel: no javafx except javafxcollections- view viewmodel and controller: no globals and jabrefgui no direct fxdialogservice- all fxml files can be loaded successfully- no fetcher is used directly outside of the import package || there is a new tool called archunit maybe this is helpful https://githubcom/tng/archunit,0,0,0,0,1,0, Tiny integration test change, It s a tiny change.  I ve been following this project for a while as a hobby  also want to contribute to it.   Currently I am going through test cases to learn. Found some tiny problems as we are testing  concat   we should care not only the total number of elements  but also the sequences.  Creating this request mainly want to make sure I am writing/commiting code to the correct place.  Let me know if there is any problem.  Best Regards  Mingtao,
925,Jan Knotek,0.5,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,0,0,1,1, Null check for BufferExactBoundedObserver, - [*] Please give a description about what and why you are contributing  even if it s trivial:  **Improve stability of the library.** Other variants of the onComplete method include this Null check already  e.g. BufferExactUnboundedObserver  this check should fix the case when there is a race condition and buffer is already set to  null  by the time onComplete is called.  It is causing 0.1% crashes in our production app  this should improve stability of other apps too.,
925,Mathieu Gabriel,0.5,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,0,0,1,1, Fix FlowableOnBackpressureBufferStrategy FlowableWithLatestFrom forgets request, Fix buffered objects not propagated downstream in FlowableOnBackpressureBufferStrategy Fix drop strategy logic in FlowableOnBackpressureBufferStrategy Add unit test for FlowableOnBackpressureBufferStrategy  copied from FlowableOnBackpressureBufferTest  there is still some work needed to have a better coverage The following scenario did not work with FlowableWithLatestFrom: Flowable<?> result = source.combineWithLatest(other  someCombiner) - client subscribe to the result stream - source stream emits - other stream emits - source stream emits  expected result: result stream emits the combined event actual result: result stream does not emit anything,
925,Zach Klippenstein,0.5,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,0,0,1,1, 1.x: Add Completable.doOnCompleted and deprecate Completable.doOnComplete, Closes #3700.,
925,Volkan Yazıcı,0.5,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,0,0,1,1, Wrap InterruptedException with an unchecked exception in TestSubscriber#awaitValueCount()., In its current form   awaitValueCount()  is the only  TestSubscriber#await* method that throws a checked exception (that is   InterruptedException )  whereas the others wrap it with a  IllegalStateException . This spreads a try-catch disease throughout the entire code base where  awaitValueCount()  is used. One can argue that why not just declaring the exception in the caller method footprint: Because you might be implementing an interface (e.g.  Runnable ) which does not allow any exceptions in its footprint. This patch wraps the  InterruptedException  with an unchecked exception in  TestSubscriber#awaitValueCount() .,
925,Björn Quentin,0.5,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,0,0,1,1, Use JUnit s assert format for assert messages to enable better suppor…, This changes the message format of  assert  to match that of JUnit. This way IDEs like IntelliJ IDEA are able to parse it and offer functionality like  compare values .,
925,Yasuhiro SHIMIZU,0.5,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,0,0,1,1, 1.x: add unsubscribeOn to Single type (#5138), resolve #5138   add unsubscribeOn to Single type.,
925,PunitD,0.5,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,0,0,1,1, 2.x: explain null observer/subscriber error reports in detail from RxJavaPlugins Javadoc : Explain explicitly about using Emitter interface methods synchronously Javadoc: explain that distinctUntilChanged requires non-mutating data to work as expected Change javadoc explanation for Mutable List, This PR is related to issue [#6172](https://github.com/ReactiveX/RxJava/issues/6172). With these changes  all reactive types will emit detailed error message when  onSubscribe  hook installed using RxJavaPlugins returns null  observer/subscriber :  **Observable** >  The RxJavaPlugins.onSubscribe hook returned a null Observer. Please check the handler provided to RxJavaPlugins.setOnObservableSubscribe for invalid null returns. Further reading: https://github.com/ReactiveX/RxJava/wiki/Plugins   **Flowable** > The RxJavaPlugins.onSubscribe hook returned a null FlowableSubscriber. Please check the handler provided to RxJavaPlugins.setOnFlowableSubscribe for invalid null returns. Further reading: https://github.com/ReactiveX/RxJava/wiki/Plugins  **Single** > The RxJavaPlugins.onSubscribe hook returned a null SingleObserver. Please check the handler provided to RxJavaPlugins.setOnSingleSubscribe for invalid null returns. Further reading: https://github.com/ReactiveX/RxJava/wiki/Plugins  **Maybe** > The RxJavaPlugins.onSubscribe hook returned a null MaybeObserver. Please check the handler provided to RxJavaPlugins.setOnMaybeSubscribe for invalid null returns. Further reading: https://github.com/ReactiveX/RxJava/wiki/Plugins  **Completable** > The RxJavaPlugins.onSubscribe hook returned a null CompletableObserver. Please check the handler provided to RxJavaPlugins.setOnCompletableSubscribe for invalid null returns. Further reading: https://github.com/ReactiveX/RxJava/wiki/Plugins   **Note :**  There was no null check on  observer  returned from  RxJavaPlugins.onSubscribe(this  observer)  method call in  Completable  s subscribe() method.  So  I ve added it in this PR. Is that fine? Add note in Javadoc explicitly explaining about using Emitter interface methods synchronously.  - Add notes for  generate  methods in Observable and Flowable. - Plus  add the similar note to Emitter interface.  Resolves: #6299 - Add note in javadoc for all  distinctUntilChanged()  methods in  Flowable  and  Observable  class explaining about unexpected results to expect when using mutable data sources like **Mutable CharSequence** or **Lists**.  Resolves: #6290 As per [this](https://github.com/ReactiveX/RxJava/pull/6311#discussion_r234462497) discussion  change javadoc for  distinctUntilChanged()  method for Mutable List.,
925,Samuel Tardieu,0.5,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,0,0,1,1, Allow use of the returned subscription to cancel periodic scheduling, The documentation for schedulePeriodically indicates that the returned subscription can be used to unsubscribe from the periodic action  or to unschedule it if it has not been scheduled yet. That was the case only before the first action took place  and it was then impossible to unsubscribe using the given subscription  although unsubscribing the worker did work.  This fixes #1344.,
925,Dmitriy Zaitsev,0.5,=,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,add tests for metadata parsing,this solves #707 and prepares the way to refactor the metadata classi added a few methods to the metadata class to make testing more convenient many calls to getdata() in fact can be replaced by these new methods i think this is something for a new prone question: to write the tests in a nice way i had to overwrite a few equals methods in particular for the lowercasechanger should i also override equals for all other formatters?,|| seems like this issue has already been fixed 8 months ago high time for closing,0,0,0,0,1,1, 2.x: Fix exceptions in javaDoc 1.x: provide an explanation why certain tests are ignored 2.x: provide an explanation why certain tests are ignored, I ve corrected some javadocs for methods that check arguments using  ObjectHelper.requireNonNull(arg   message ) . It throws  NullPointerException  instead of  IllegalArgumentException   but as we know copy-pasting is an insidious thing.  ) During code reading I ve found some tests that are ignored but don t have a record why they are being ignored. Some of them have meaningful explanations present as line comments  so I decided to make them the parameters of  @Ignore  annotation  so it will be correct. The same as #4118  but for 2.x,
