Util_x,Network_x,Interpreter_x,Error Handling_x,Lang_x,i18n_x,Setup_x,Logic_x,IO_x,Security_x,Event Handling_x,App_x,Author,prNumber,Util_y,Network_y,Interpreter_y,Error Handling_y,Lang_y,i18n_y,Setup_y,Logic_y,IO_y,Security_y,Event Handling_y,App_y,Title,Body,Comments
1,0,0,1,0,1,0,1,0,0,0,1,Walter Scott Johnson, 1536,1,0,0,1,0,0,0,1,0,0,0,1, Allow delegating to non-public methods for AdditionalAnswers#delegatesTo, Fixes an issue where doing  delegatesTo(new AnonymousClass() {})  would cause an IllegalAccessException  and other access-related issues.  (See https://github.com/mockito/mockito/pull/1535 - Sorry  wasn t aware that you can t change the PR source branch.),
1,0,0,1,0,0,1,1,0,0,1,1,Sangwoo Lee, 1434 1436 1439 1440 1458 1463,1,1,0,1,0,0,1,1,0,0,1,1, Javadoc: Update broken code example Javadoc: Update code example (ignoreStubs) Javadoc: #1438 Update ignoreStubs to include strictness Javadoc: Correct wrong links and code examples Add StubbingLookupEvent and Notifier (a part of #793) Prevent stubOnly() from being verified (#1460), It updates a broken code example in Javadoc. I just copied the example from [Answer.java](https://github.com/mockito/mockito/blob/release/2.x/src/main/java/org/mockito/stubbing/Answer.java#L16) to [Mockito.java](https://github.com/mockito/mockito/blob/release/2.x/src/main/java/org/mockito/Mockito.java#L525). It updates the code example of  ignoreStubs  in Javadoc. - Correct wrong variable : From  mock  to  list  - Change call sequence : The existing one doesn t clearly describe the use of  ignoreStubs  with  inOrder . It updates  ignoreStubs()  docs to include  Strictness  information. (#1438) Some wrong links and code examples are corrected. This PR adds  StubbingLookupEvent  and  StubbingLookupNotifier  as a part of the issue #793. This PR adds assertion to verification methods to prevent stub-only mock from being verified (#1460) -  verify()  -  verifyNoMoreInteractions()  -  inOrder(),
1,0,0,1,0,1,1,1,0,0,0,1,Danny Mösch, 1787,1,1,0,1,0,0,1,1,0,0,1,1, Fixes #1786 : Clarify differences between  timeout  and  after, Tries to improve the JavaDoc for  timeout  to differentiate it from  after  directly in the first sentence.,
1,0,0,1,0,1,0,1,0,0,0,1,Lovro Pandžić, 38 44,1,1,0,1,0,0,1,1,0,0,1,1, New  then  method for BDD-style interaction testing Refactoring: removed then-verify, New feature in BddMockito for BDD then part of the test which allows mock behavior verification by using  Mockito#verify(Object) . For example we have classes Person and Bike:      java Bike bike = new Bike()  Person person = mock(Person.class)       and the following interaction      java person.ride(bike)  person.ride(bike)       Current (non BDD) behavior verification would go like:      java verify(person  times(2)).ride(bike)       This feature introduces the following way of verification:      java then(person).should(times(2)).ride(bike) Removed verify alias in BddMockito.,
1,0,0,1,0,0,0,1,0,0,0,1,Dmitriy Zaitsev, 746,1,1,1,1,0,1,1,1,1,1,1,1, Add missing copyright headers, - [x] Fixes #727  - [x] Add missing copyrights using [license-gradle-plugin](https://github.com/hierynomus/license-gradle-plugin). - [x] Updated only source files. Test files were skipped. Existing copyright headers were not modified.,
1,0,0,1,0,0,0,1,0,0,0,1,Tsuyoshi Murakami, 979 985,1,1,0,1,0,1,1,1,1,0,1,1, Fixes #974: Fix to get correct stubbing location with inline mocking Fixes #981: Update Javadoc about the  mockito-inline  artifact, - Fix StackTraceFilter to support inline mocking - Add one test to StackTraceFilterTest - Add StubbingLocationTest into inline subproject  This PR fixes #974. This PR fixes #981.  In the Javadoc  I write that the first version of  mockito-inline  is  2.7.6 . This artifact was actually offered in version  2.7.2   but  2.7.5  or earlier it did not work due to the issue #929  so I write like that.,
1,1,0,1,0,0,1,1,0,0,1,1,Eitan Adler, 1906 1907,1,0,0,1,0,1,1,1,1,0,0,1, [documentation] change deprecated warnings from 3.x -> 4.x [tests] use ArgumentMatchers over Matchers, Problem  With the release of mockito 3.x as a purely java language version change most of the comments referencing 3.x are wrong  Solution  Migrate the references to 3.x that I could find to 4.x  [ci skip-release]  - [x] Read the [contributing guide](https://github.com/mockito/mockito/blob/release/3.x/.github/CONTRIBUTING.md)  - [x] PR should be motivated  i.e. what does it fix  why  and if relevant how  - [x] If possible / relevant include an example in the description  that could help all readers        including project members to get a better picture of the change  - [x] Avoid other runtime dependencies  - [x] Meaningful commit history   intention is important please rebase your commit history so that each        commit is meaningful and help the people that will explore a change in 2 years  - [x] The pull request follows coding style  - [x] Mention  Fixes #<issue number>  in the description _if relevant_  - [x] At least one commit should mention  Fixes #<issue number>  _if relevant_ Problem Matchers are considered deprecated but our own tests still use them.  Solution Stop using using them. Replace with ArgumentMatchers  [ci skip-release]  check list   - [x] Read the [contributing guide](https://github.com/mockito/mockito/blob/release/3.x/.github/CONTRIBUTING.md)  - [x] PR should be motivated  i.e. what does it fix  why  and if relevant how  - [x] If possible / relevant include an example in the description  that could help all readers        including project members to get a better picture of the change  - [x] Avoid other runtime dependencies  - [x] Meaningful commit history   intention is important please rebase your commit history so that each        commit is meaningful and help the people that will explore a change in 2 years  - [x] The pull request follows coding style  - [/] Mention  Fixes #<issue number>  in the description _if relevant_  - [x] At least one commit should mention  Fixes #<issue number>  _if relevant_,
1,0,0,1,0,1,0,1,0,0,0,1,Sergey, 1762,1,0,0,0,0,1,0,1,1,0,0,0, Fixes #1758: Method GenericTypeExtractor#findGenericInterface always …, …returns first interface,
1,0,0,0,0,1,0,1,0,0,0,1,Alex Simkin, 1620 986,1,0,0,0,0,0,1,1,1,0,1,1, Fixes #1618 : Fix strict stubbing profile serialization support. Made CaturingMatcher threadsafe, When strict stubs profile is enabled  mock serialization doesn t work.  This PR fixes this problem. In my tests I faced two problems with current capturing matcher. 1. It exposes its internal store through  #getAllValues() . 2. Internal data store in CapturingMatcher is not threadsafe. Exposing internal store when interraction with mocked object isn t finished may produce all kind of weird exceptions in tests.,
1,1,0,1,0,0,0,1,0,0,1,1,Ryan Pickett, 1708,1,0,0,1,0,1,0,1,0,0,1,1, Fixes #1623 : Rename TooLittleActualInvocations, Rename the exception TooLittleActualInvocations to TooFewActualInvocations as this is more correct English. As this exception is public API  we rename by subclassing and deprecating the original. Rename all tests and internal methods that were referencing the old name by aligning with the new name.  check list   - [x] Read the [contributing guide](https://github.com/mockito/mockito/blob/release/2.x/.github/CONTRIBUTING.md)  - [x] PR should be motivated  i.e. what does it fix  why  and if relevant how  - [ ] If possible / relevant include an example in the description  that could help all readers        including project members to get a better picture of the change  - [x] Avoid other runtime dependencies  - [x] Meaningful commit history   intention is important please rebase your commit history so that each        commit is meaningful and help the people that will explore a change in 2 years  - [x] The pull request follows coding style  - [x] Mention  Fixes #<issue number>  in the description _if relevant_  - [x] At least one commit should mention  Fixes #<issue number>  _if relevant_,
