Network_x,Interpreter_x,i18n_x,Logic_x,Test_x,App_x,Author,prNumber,Network_y,Interpreter_y,i18n_y,Logic_y,Test_y,App_y,Title,Body,Comments
0,0,1,0,1,1,Niklas Baudy, 4637 4669 4681 4685 4687 4690 4695 4699 4707 4718 4731 3549 3565 4754 4760 3762 3948 4881 4900 4924 4971 4973 4125 4226 4234 4238 6635 4282 6640 4296 4297 4299 4300 4301 4302 4304 4309 4344 4349 4394 4395 4418 5196 4460 4461 4466 5306 4479 4486 4496 5568 4500 4504 4508 4509 4518 5753 4525 4526 4527 4529 4531 4540 5906 4560 4561 5940 6010 4581 4582 4589 4590 4592 4593 4595 4597 4601 4603 4606 4607 4614 4616 4617 4632,1,1,1,1,1,1, 2.x: Remove unused methods in BasicFuseableObserver 2.x: Fix javadoc for Single.flatMapObservable 2.x: Fix Flowable + Single elementAt and elementAtOrError operators on empty sources 2.x: Test static from methods and add Maybe.fromSingle & fromCompletable 2.x: Add Observable.rangeLong & Flowable.rangeLong 2.x: BaseTestConsumer add assertValueAt(index  Predicate<T>) 2.x: CompositeException fix order of Exceptions 2.x: Clean up null usages by using ObjectHelper.requireNonNull 2.x: Fix Flowable.elementAt on empty sources. Plus sync tests 2.x: Distinct Operator - delegate null Collection down to onError 2.x: Delegate null Collections down to onError in toList Remove double whitespace in if conditions Replace never() calls in BehaviorSubjectTest with verifyNoMoreInteractions 2.x: Remove some unused fields 2.x: Add Single.fromObservable(ObservableSource) 1.x: Deprecate CompositeException constructor with message prefix Add Completable.andThen(Completable)  deprecate endWith() Add CheckReturnValue annotation 2.x: Fix typo in DisposableHelper 2.x: Change Completable to CompletableSource 2.x: Add @CheckReturnValue to create methods of Subjects + Processors 2.x: Add Completable.hide() 1.x: Test all private Constructors 1.x: Single.flatMapCompletable 1.x: Fix some typos 1.x: Fix typo eigth to eighth 3.x: Remove vararg overloads for combineLatest in Observable + Flowable 1.x: Make Observable takeUntil documentation more explicit 3.x: Rename combineLatest methods that take an array to combineLatestArray 2.x: Observable.range fix Exception message 2.x: Rename Single Base Interface Types for consistency 2.x: Rename Flowable Base Interface Types for consistency 2.x: Rename Observable Base Interface Types for consistency 2.x: Rename ObservableSource to ObservableWithUpstream 2.x: Rename Completable Base Interface Types for consistency 2.x: Add missing license headers 2.x: Remove unused exceptions in public API 2.x: Fix some typos in Flowable + Observer documentation 2.x: Observable + Flowable fix some typos 2.x: Single.test cancel TestSubscriber when wanted 2.x: Completable.test cancel TestSubscriber when wanted 1.x: Sync doOnEach java doc 2.x: Add a few more @Nullable & @NonNull annotations to public interfaces 1.x: Completable add doOnEach 1.x: Single add doOnEach 1.x: Deprecate Notification.createOnCompleted 2.x: Change ObservableSource.defer to Observable.defer in Observable.scan() documentation. 2.x: Add doOnEvent to Single & Completable 2.x: Completable enhance doOnEvent to reduce allocations 2.x: Remove trailing whitespace 2.x: Add assertValuesOnly to BaseTestConsumer. 1.x: Remove trailing whitespace 2.x: Add Disposable Observer for Maybe  Completable & Single 2.x: Add exception message in SingleFromCallable 2.x: Adjust some JavaDoc in Emitters 2.x: Add missing Resource Observer for Maybe  Completable & Single and adjust some Javadoc 2.x: Add retry(times  predicate) to Single & Completable and verify behavior across them and Maybe. 2.x: Fix Generics T[] in Zip & CombineLatest 2.x: More usage of ObjectHelper 2.x: Remove unused declarations 2.x: Fix MaybeTimber by using scheduler and unit 2.x: PublishSubject enhance NPE when onNext(null) is called 2.x: Add Create test with CancelAble for all types and add more MaybeCreateTest cases 2.x: Add public constructor for TestScheduler that takes the time. 2.x: Fix typo in Single + Maybe defer() 2.x: Enhance NPE message in Create functions of all Base Reactive Types 2.x: Allow @SchedulerSupport on constructors. 2.x: Add assertValueSetOnly and assertValueSequenceOnly to TestObserver + TestSubscriber 2.x: Remove some dead code 2.x: Add missing Maybe tests for concatWith & onErrorResumeNext 2.x: Add singleOrError  firstOrError  lastOrError & elementAtOrError to Observable and Flowable 2.x: Report errors from onError to Plugin when done 2.x: UnicastSubject fix onTerminate 2.x: Enhance NPE messages 2.x: Remove takeFirst(predicate) in Observable & Flowable 2.x: Add missing @Test annotation on tests 2.x: Sync behaviour between UnicastProcessor & UnicastSubject + add a few test cases 2.x: RxJavaPlugins - Don t pass null throwable down to Error Handler 2.x: Verify same onNext / onError null behavior across all Subjects and Processors 2.x: TestSubscriber & TestObserver add assertValue(Predicate) 2.x: Add Maybe.flatMapSingle 2.x: Add Completable.andThen(MaybeSource) 2.x: Add Single.flatMapMaybe 2.x: Clean up SingleFlatMap, nan - wrong return type was described - some git merging information was added This will fix #4680 - elementAtOrError(1) on an empty source just leaves the new Single hanging without signalling onError() - elementAt(1) on an empty source just leaves the Maybe hanging without signalling onComplete() - I also noticed that elementAt() with a default value on an empty source did not work either. - add Maybe.fromSingle by reusing MaybeFromSingle - add Maybe.fromCompletable by resuing MaybeFromCompletable - remove anonymous classes in various operators - add tests for   - Completable.fromAction()   - Completable.fromCallable()   - Completable.fromObservable()   - Completable.fromPublisher()   - Completable.fromRunnable()   - Completable.fromSingle()   - Maybe.fromAction()   - Maybe.fromCallable()   - Maybe.fromCompletable()   - Maybe.fromRunnable()   - Maybe.fromSingle()   - Single.fromCallable() Will fix #4683 - adds Observable.rangeLong() - adds Flowable.rangeLong()  both implementations are copied same for the unit tests.  What should we do about the range overflow check? We could use BigDecimal to check that. Fixes #4688 - adds assertValueAt(index  Predicate) to BaseTestConsumer After looking at #4692 I found a few more exceptions which were passed in the wrong order to CompositeException. Instead of using an if statement to check for  null    ObjectHelper.requireNonNull  will be used now. This reduces a lot of duplicated code. Also I found a few places (mostly zip operators) where the wrong Throwable was being onError d.  In addition for one of the Completable operators the CompositeException call has been fixed. In addition I found another one that was wrong. - fixes Flowable.elementAt on an empty source  - sync tests between Observable & Flowable elementAt - returning null as a Collection in the callable didn t go to onError - adopted flowable & observable - if null from a collection supplier is returned delegate to onError - adapted Flowable & Observable - unified exception message Just found them while walking through the source code trying to get a better overview of the Rx internals. Advantage is that we verify that there s no interaction at all so also something that we might not expect is not going to happen. Remove some unused fields that are either - present in their parent class - not set - adds an overload to create a Single from an ObservableSource Before this PR messagePrefix was never used :dancer:   If you guys want I can revert the change on CompositeExceptionTest.java:177. I just thought that way it  be nicer.  About the message is there any reason for having a space after the dot? See #3947 First draft on this.  So far I have only annotated  subscribeWith()  and  test()  methods.  I checked this against Error Prone and their [check](http://errorprone.info/bugpattern/CheckReturnValue) is able of picking up the RxJava annotation.  How do you feel if I extend  BaseTypeAnnotations  to test for  @CheckReturnValue  too?  Related #4878 Fixed a typo in DisposableHelper.  curren  ->  current Changing  Completable  to  CompletableSource . Also found one other wrong spot that I fixed within this PR.  Fixes #4923 - adds the @CheckReturnValue annotation to subjects + processors since Single/Completable and MaybeSubject got them recently too - adds Completable.hide() operator so that CompletableSubject as well as other custom Completable implementations can be hidden nan Addresses #4216   Happy to receive feedback on the implementation. Also should I take the documentation from  flatMapObservable  and adjust it? nan Found another one Started removing the vararg function from #6634 nan Renames the methods as suggested nan Addresses #4044 Addresses #4044 Addresses #4044. To unblock #4300 Addresses #4044 Now every file has a license header. As wanted in #4306 nan nan nan nan The other  doOnEach  function has the right java doc. Terminal events such as  onCompleted  /  onError  are also included in  doOnEach . - adds the @Nullable & @NonNull annotations to   - Emitters   - Observer   - OnSubscribe   - Operator   - Source   - Transformer  for Observable  Maybe  Single  Completable & Flowable. First part of #4457   Is it okay that I reused Notification like that?  Also are there any Java 6 Generics missing? It would be nice if this project was set up to target Java SDK 6  as my default seems to be Java 8 and I don t get any errors shown in the IDE. Really not that happy with  onNotification.call(Notification.<T>createOnNext(t))   do you guys have any other way of doing this? There s no way of creating a Notification that has the  onCompleted  plus a value. A new one could be introduced there though. Also the  doOnEachSuccess  test feels clunky.  Also why does Single when using the  do  methods does the job by using an Observable? And later converting it back to a Single again. Is it due to the way Single was implemented in 1.x? With Completable there is no converting of back and forth needed.  Javadoc will follow once we sorted out the few nits here.  Fixes #4457 Fix #4462   It might just as well shine some light into which method should be used and explain why there are 2 - changes  ObservableSource.defer  to  Observable.defer() nan nan Removed them like this:   find . -type f -name  *.java  | xargs sed -i    -e s/[ \t]*$//   $1    I think it s best to review this locally or by appending  ?w=1  to this URL to let GitHub ignore white space changes. Adds  assertValuesOnly  that asserts that the TestObserver/TestSubscriber received only the specified values in the specified order without terminating.  Fixes #5555 Dunno whether this is wanted or not in 1.x. If not just close this PR. Also any reason the Dispoable is called  s ? Is it still from the Subscription time?  Fixes #4501 nan nan Fixes #4517 - Add retry(times  predicate) to Single & Completable (Maybe had it already) which just forwards to Flowable for now - verify behavior across the three reactive types  Happy to get better testing names Fixes #4524  Test for combineLatest fill follow nan nan Also one question why does  CompletableTimer  check  if (!sd.isDisposed()) {  before replacing but SingleTimer does not? I adjusted MaybeTimber to SingleTimer so I didn t add the check there either.  However I feel like this should be consistent  can you elaborate which one is wanted? nan setCancellable  was not tested before. - adds a time constructor to TestScheduler - should I make it experimental or will it just be stable?  Fixes #5901 nan nan Motivation behind this is having a class which takes multiple constructor parameters where one can be a Scheduler with a default and a custom overload. In both cases I d want to slam  @SchedulerSupport  on it so it can be handled properly by static analysis as well. This basically copies the behavior of  assertValuesOnly  to the  assertValueSet  and  assertValueSequence  equivalent methods.  Coped the tests exactly from  assertValuesOnly  and adjusted them with the new added methods. Also what about IntFunction it s right now in the public API however not used. So the question is does Rx want to expose that interface? They had no tests previously Closes #4588 For the first one that I found I even wrote a test. Then I started noticing more missing spots. If wanted I could port that one test to every operator that I touched. Though I didn t really find tests testing that errors are propagated through the Plugin API. nan Now all NPE thrown internally are having this standard message nan nan nan nan nan nan Gave that implementation a try. Feedback is welcome I think there are improvements that can be done. nan nan nan,
0,0,0,0,0,0,Marko Tiidla, 5258,0,0,0,0,1,1, 1.x Use IntelliJ IDE friendly assertion failure message, The  assertItem  failure message pattern in  TestSubscriber  does not match any of the regex patterns defined by IntelliJ to show  <Click to see difference>  link.  ![before](https://cloud.githubusercontent.com/assets/2339109/24586365/9239290c-179f-11e7-8178-38425448d3a1.jpg)  By changing the  _expected to be_  to  _expected:_   the pattern is recognised by IntelliJ and the helpful link is presented. ![after](https://cloud.githubusercontent.com/assets/2339109/24586364/9238f414-179f-11e7-9b12-e6b648318550.jpg)  The original idea from #5249 was to use the  _expected:<> but was:<>_  pattern used in JUnit  but it is not picked up on its own by IntelliJ. The AssertionError must extend from JUnit s ComparisonFailure  to get it recognised. This however requires dependency on JUnit. ![junit](https://cloud.githubusercontent.com/assets/2339109/24586389/fefd6c38-179f-11e7-8841-884bc07db404.jpg)  So in the end  the fix is just a very simple change in the message.,
0,0,0,0,0,0,Tomasz Rozbicki, 1431,0,0,0,0,1,0, CompositeException fix for Android, Fixes #1405 - revert changes from f4ae92aa - remove duplicated causes in stack trace chain,
0,0,0,0,0,0,Matt Laux, 5437,0,0,0,0,1,1, 1.x: TestSubscriber::assertValuesAndClear should reset valueCount, During the time between calling  assertValuesAndClear  and providing the next  onNext  event  the  valueCount  is inconsistent with the size of the internal  values  list.,
0,0,0,0,1,0,Jason Neufeld, 2447 2471 6099,1,0,1,1,1,1, Fail early if a null subscription is added to a CompositeSubscription. Fixes NPEs reported in ReactiveX#1702 by synchronizing queue. Update TestHelper.java: trivial typo fix, Otherwise  it ll just fail late when unsubscribing  which is much harder to trace.  I discovered this while writing  a unit test  when I didn t properly mock out a method to return a valid Observable. Seems like it would be more likely to happen in test code than production  but still could be a stumbling block that s hard to track down if there s a bug in app logic adding a null subscription. Also adds a unit test for regression.  It appears there is a potential race condition if something adds to/removes from the PQ while it s _inside_ the  poll  operation  which is where the exceptions in #1702 seem to have actually come from. Therefore  the initial null check didn t really address the original problem. The test here seems to reliably recreate those conditions.  I considered using a PriorityBlockingQueue instead of synchronized  but since the isEmpty and poll calls should not allow something to interleave between them and access the queue  a synchronized block seemed wiser here. Thank you for contributing to RxJava. Before pressing the  Create Pull Request  button  please consider the following points:    - [x] Please give a description about what and why you are contributing  even if it s trivial. Just a small typo fix. I grepped for the same misspelling and it only appeared in this file.    - [x] Please include the issue list number(s) or other PR numbers in the description if you are contributing in response to those. N/A    - [x] Please include a reasonable set of unit tests if you contribute new code or change an existing one. If you contribute an operator  (if applicable) please make sure you have tests for working with an  empty    just    range  of values as well as an  error  source  with and/or without backpressure and see if unsubscription/cancellation propagates correctly. N/A,
0,0,0,0,0,0,Hans, 6036,0,0,0,0,1,0, 2.X: Fix disposed LambdaObserver onError to route to global error handler, Fix the behaviour of LambdaObserver when disposed to route to the global error handler  Fixes #6025,
0,0,0,0,0,0,Harshit Bangar, 5890,0,0,1,0,0,0, Added nullable annotations to subjects, Adding nullable annotations to subjects. The  throwable  and  getValue  methods are annotated with Nullable.  Quick question about styling - In some places  javadocs has trailing whitespaces but it is absent in other places. Is there a styling policy around that? Intellij is removing the trailed whitespace automatically.,
0,0,0,0,0,0,Zach Klippenstein, 3701,0,0,0,0,1,1, 1.x: Add Completable.doOnCompleted and deprecate Completable.doOnComplete, Closes #3700.,
0,0,0,0,0,0,Simon Baslé, 1802,0,0,1,0,1,1, add hasObservers method to Subjects (#1772), as per https://github.com/ReactiveX/RxJava/issues/1772  SerializedSubject now keeps track of the actual Subject. BufferUntilSubscriber synchronizes on the state guard.,
0,0,0,0,0,0,IKEDA Sho, 4989 4502,0,0,1,0,1,0, 2.x: Fix Observable.singleElement doc 2.x: Replace  finallyDo  references with  doAfterTerminate, Fixes a subtle documentation bug.  Observable.singleElement  returns  Maybe<T>   not  Observable<T> . This should be less confusing.,
0,0,0,0,0,0,Igor Levaja, 5600 5637,0,0,1,0,0,0, Updating JavaDoc with correct return types 2.x: Fixing JavaDoc warnings, A small PR with updated JavaDoc  mentioned in the issue #5595 (thanks to @RobLewis for reporting it).  Updated documentation about return types  where  Observable  was incorrectly mentioned instead of  Single . Minor fixes for warnings reported by  javadoc  tool  mentioned in #5634,
0,0,0,0,1,0,Roman Wuattier, 6377 6458 6589 6594 6595 6600 6604 6607 5948 6026,0,1,1,1,1,1, Expand  Observable#debounce  and  Flowable#debounce  javadoc Update the Javadoc of the  retry  operator Create a base test class and have all unit tests extend it Have unit tests extends  RxJavaTest  - 2 Have unit tests extends  RxJavaTest  - 3 3.x: Have  internal.operator.flowable  unit tests extends  RxJavaTest  - 4 3.x: Have unit tests extends  RxJavaTest  - 5 3.x: Have  internal.operator.observable  unit tests extends  RxJavaTest  - 6 Fix Observable javadoc (#5944) Fix Flowable.blockingSubscribe is unbounded and can lead to OOME, Mention that if the processing of a task takes too long and a newer item arrives then the previous task will get disposed interrupting a long running work.  Fixes: #6288 Specify that the  times  function parameter describes  the number of times to resubscribe if the current Observable fails .  Solves: #6402 This commit creates the  RxJavaTest  class defining a default timeout to 5 minutes. An ignored test announce itself for each running class extending it preventing Travis CI from killing the build.  Have  Completable  tests extend from  RxJavaTest . Have  Disposable  tests extend from  RxJavaTest . Have  Exception  tests extend from  RxJavaTest   Related: #6583 This commit updates the unit tests of the following operators: * flowable * maybe * observable * disposable * observer * parallel * processors * schedulers and RxJava plugin.  Related: #6583 This commit updates the unit tests of the following operators: * single * subjects * subscribers And for internal operators: * internal.disposable * internal.fuctions * internal.observers * internal.queue * interanl.schedulers * internal.subscribers * internal.subscriptions * internal.operator.completable  Related: #6583 This commit updates the unit tests for  internal.operator.flowable   Related: #6583 This commit updates the unit tests of the following operators: * internal.operators.maybe * internal.operator.mixed * internal.operator.single  Related: #6583 This commit updates the unit tests for  internal.operator.observable   Related: #6583 * Replace  doOnCancel  by  doOnDispose  in Observable javadoc  Thank you for contributing to RxJava. Before pressing the  Create Pull Request  button  please consider the following points:    - [x] Please give a description about what and why you are contributing  even if it s trivial.  Replace  doOnCancel  by  doOnDispose  in Observable javadoc    - [x] Please include the issue list number(s) or other PR numbers in the description if you are contributing in response to those.  #5944    - [x] Please include a reasonable set of unit tests if you contribute new code or change an existing one. If you contribute an operator  (if applicable) please make sure you have tests for working with an  empty    just    range  of values as well as an  error  source  with and/or without backpressure and see if unsubscription/cancellation propagates correctly.  Javadoc only Create and bound new  blockingSubscribe  overloads to  bufferSize . * Create new overloads with  bufferSize  * Create a  boundedConsumer  * Create a  BoundedSubsciber   Close: #5988,
